# catalog_taxonomy.tsv - machine taxonomy of all closed symmetry groups, N = 3..14
# (6112 entries: 3+8+11+27+36+90+131+282+394+948+1316+2866). Produced by code/classify_catalog.cpp
# (N=14 rows from the orbit-partition decomposition catalogue materials/14Spins.txt,
#  which uses the IR canonical representative; see code/catalog_format.cpp).
#
# id      = N/o<order>.<index>; <index> is the 1-based line position inside the
#           "--- order K ---" section of the anchor catalogue file:
#             N = 8        -> materials/8Spins.txt
#             N = 11..13   -> materials/11Spins.txt, 12Spins.txt, 13Spins.txt
#             other N      -> materials/<N>Spins_generated.txt
#           NOTE: regenerating a catalogue may permute lines inside a section
#           (parallel enumeration), so the committed files are the ID anchors.
# order   = |Aut| (recomputed independently; matches every section header)
# twins   = magnetic composite sizes n_g (identical rows off the mutual edge)
# gq      = |Gamma_q| = |Aut| / prod(n_g!)  (residual factor group order)
# orbits  = vertex orbit sizes under the full Aut
# fixedpt = y: has a fixed vertex (entry inherited from level N-1 by the tower
#           theorem); n: fixed-point-free (essentially new at this N).
#           Counts of 'n' per N reproduce f(N): 1,5,3,16,9,54,41,151,112,554,368,1550.
# cyclic  = y iff an element of order |Aut| exists
# maxelt  = maximal element order in Aut
# abelian, ambivalent = y/n, computed when |Aut| <= 2000, else '-'
#           (ambivalent: every element conjugate to its inverse <=> all
#            characters real <=> X-approximation blocks combine pairwise)
id	order	twins	gq	orbits	fixedpt	cyclic	maxelt	abelian	ambivalent
13/o28800.1	28800	5,5,1,1,1	2	10+1+1+1	y	n	30	-	-
13/o28800.2	28800	5,5,1,1,1	2	10+2+1	y	n	30	-	-
13/o28800.3	28800	5,5,2,1	1	5+5+2+1	y	n	30	-	-
13/o30240.1	30240	7,1,1,1,1,1,1	6	7+6	n	n	30	-	-
13/o30240.2	30240	7,3,1,1,1	1	7+3+1+1+1	y	n	30	-	-
13/o30240.3	30240	7,1,1,1,1,1,1	6	7+3+3	n	n	30	-	-
13/o31104.1	31104	3,3,3,3,1	24	12+1	y	n	18	-	-
13/o31104.2	31104	4,3,3,3	6	9+4	n	n	36	-	-
13/o34560.1	34560	6,4,2,1	1	6+4+2+1	y	n	30	-	-
13/o34560.2	34560	6,2,2,2,1	6	6+6+1	y	n	30	-	-
13/o34560.3	34560	6,3,2,2	2	6+4+3	n	n	60	-	-
13/o40320.1	40320	8,1,1,1,1,1	1	8+1+1+1+1+1	y	n	15	-	-
13/o40320.2	40320	7,2,2,1,1	2	7+4+1+1	y	n	28	-	-
13/o40320.3	40320	7,2,2,1,1	2	7+4+2	n	n	28	-	-
13/o40320.4	40320	7,2,2,2	1	7+2+2+2	n	n	14	-	-
13/o40320.5	40320	7,2,1,1,1,1	4	7+4+2	n	n	14	-	-
13/o46080.1	46080	2,2,2,2,2,2,1	720	12+1	y	n	12	-	-
13/o46080.2	46080	5,2,2,2,2	24	8+5	n	n	40	-	-
13/o50400.1	50400	7,1,1,1,1,1,1	10	7+5+1	y	n	60	-	-
13/o51840.1	51840	6,3,3,1	2	6+6+1	y	n	30	-	-
13/o57600.1	57600	5,5,2,1	2	10+2+1	y	n	30	-	-
13/o60480.1	60480	7,1,1,1,1,1,1	12	7+6	n	n	42	-	-
13/o60480.2	60480	7,3,2,1	1	7+3+2+1	y	n	42	-	-
13/o69120.1	69120	5,4,4	1	5+4+4	n	n	60	-	-
13/o80640.1	80640	8,2,1,1,1	1	8+2+1+1+1	y	n	30	-	-
13/o80640.2	80640	8,1,1,1,1,1	2	8+2+2+1	y	n	30	-	-
13/o80640.3	80640	7,2,2,2	2	7+4+2	n	n	28	-	-
13/o82944.1	82944	4,4,4,1	6	12+1	y	n	24	-	-
13/o86400.1	86400	6,5,1,1	1	6+5+1+1	y	n	30	-	-
13/o86400.2	86400	5,5,3	1	5+5+3	n	n	60	-	-
13/o103680.1	103680	6,4,3	1	6+4+3	n	n	60	-	-
13/o120960.1	120960	7,4,1,1	1	7+4+1+1	y	n	30	-	-
13/o138240.1	138240	5,4,4	2	8+5	n	n	60	-	-
13/o161280.1	161280	8,1,1,1,1,1	4	8+4+1	y	n	30	-	-
13/o161280.2	161280	8,2,2,1	1	8+2+2+1	y	n	30	-	-
13/o172800.1	172800	6,5,2	1	6+5+2	n	n	30	-	-
13/o172800.2	172800	5,5,3	2	10+3	n	n	60	-	-
13/o181440.1	181440	7,3,3	1	7+3+3	n	n	42	-	-
13/o241920.1	241920	8,3,1,1	1	8+3+1+1	y	n	30	-	-
13/o241920.2	241920	7,4,2	1	7+4+2	n	n	42	-	-
13/o241920.3	241920	7,2,2,2	6	7+6	n	n	42	-	-
13/o322560.1	322560	8,2,2,1	2	8+4+1	y	n	60	-	-
13/o362880.1	362880	9,1,1,1,1	1	9+1+1+1+1	y	n	20	-	-
13/o362880.2	362880	7,3,3	2	7+6	n	n	42	-	-
13/o403200.1	403200	8,1,1,1,1,1	10	8+5	n	n	60	-	-
13/o483840.1	483840	8,3,2	1	8+3+2	n	n	42	-	-
13/o518400.1	518400	6,6,1	1	6+6+1	y	n	30	-	-
13/o604800.1	604800	7,5,1	1	7+5+1	y	n	60	-	-
13/o725760.1	725760	9,2,1,1	1	9+2+1+1	y	n	30	-	-
13/o725760.2	725760	9,1,1,1,1	2	9+2+2	n	n	30	-	-
13/o967680.1	967680	8,4,1	1	8+4+1	y	n	60	-	-
13/o1036800.1	1036800	6,6,1	2	12+1	y	n	30	-	-
13/o1451520.1	1451520	9,1,1,1,1	4	9+4	n	n	30	-	-
13/o1451520.2	1451520	9,2,2	1	9+2+2	n	n	30	-	-
13/o2177280.1	2177280	9,3,1	1	9+3+1	y	n	60	-	-
13/o2903040.1	2903040	9,2,2	2	9+4	n	n	60	-	-
13/o3628800.1	3628800	10,1,1,1	1	10+1+1+1	y	n	30	-	-
13/o3628800.2	3628800	7,6	1	7+6	n	n	60	-	-
13/o4838400.1	4838400	8,5	1	8+5	n	n	60	-	-
13/o7257600.1	7257600	10,2,1	1	10+2+1	y	n	42	-	-
13/o8709120.1	8709120	9,4	1	9+4	n	n	60	-	-
13/o21772800.1	21772800	10,3	1	10+3	n	n	60	-	-
13/o39916800.1	39916800	11,1,1	1	11+1+1	y	n	30	-	-
13/o79833600.1	79833600	11,2	1	11+2	n	n	42	-	-
13/o479001600.1	479001600	12,1	1	12+1	y	n	60	-	-
13/o6227020800.1	6227020800	13	1	13	n	n	60	-	-
14/o1.1	1	1,1,1,1,1,1,1,1,1,1,1,1,1,1	1	1+1+1+1+1+1+1+1+1+1+1+1+1+1	y	y	1	y	y
14/o2.1	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+1+1+1+1+1+1+1+1+1+1	y	y	2	y	y
14/o2.2	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+1+1+1+1+1+1+1+1	y	y	2	y	y
14/o2.3	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1+1+1+1+1	y	y	2	y	y
14/o2.4	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+1+1+1+1	y	y	2	y	y
14/o2.5	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+1+1	y	y	2	y	y
14/o2.6	2	1,1,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+2	n	y	2	y	y
14/o2.7	2	2,1,1,1,1,1,1,1,1,1,1,1,1	1	2+1+1+1+1+1+1+1+1+1+1+1+1	y	y	2	y	y
14/o3.1	3	1,1,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+1+1+1+1+1+1+1+1	y	y	3	y	n
14/o3.2	3	1,1,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+3+1+1+1+1+1	y	y	3	y	n
14/o3.3	3	1,1,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+3+3+1+1	y	y	3	y	n
14/o4.1	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+1+1+1+1+1+1	y	y	4	y	n
14/o4.2	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1+1	y	y	4	y	n
14/o4.3	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	y	4	y	n
14/o4.4	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+4+1+1	y	y	4	y	n
14/o4.5	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+1+1+1+1+1+1	y	n	2	y	y
14/o4.6	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	n	2	y	y
14/o4.7	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1+1	y	n	2	y	y
14/o4.8	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	n	2	y	y
14/o4.9	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+4+1+1	y	n	2	y	y
14/o4.10	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o4.11	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o4.12	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o4.13	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o4.14	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+1+1+1+1	y	n	2	y	y
14/o4.15	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o4.16	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o4.17	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o4.18	4	2,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+1+1+1+1+1+1+1+1	y	n	2	y	y
14/o4.19	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+1+1+1+1+1+1+1+1	y	n	2	y	y
14/o4.20	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o4.21	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o4.22	4	2,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o4.23	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o4.24	4	2,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+1+1+1+1	y	n	2	y	y
14/o4.25	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o4.26	4	2,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o4.27	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o4.28	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	y	4	y	n
14/o4.29	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+4+2	n	y	4	y	n
14/o4.30	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+2	n	n	2	y	y
14/o4.31	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o4.32	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o4.33	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o4.34	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o4.35	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	2	y	y
14/o4.36	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	2	y	y
14/o4.37	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	2	y	y
14/o4.38	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+4+2	n	n	2	y	y
14/o4.39	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+2	n	n	2	y	y
14/o4.40	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o4.41	4	2,1,1,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+2	n	n	2	y	y
14/o4.42	4	1,1,1,1,1,1,1,1,1,1,1,1,1,1	4	4+1+1+1+1+1+1+1+1+1+1	y	n	2	y	y
14/o4.43	4	2,2,1,1,1,1,1,1,1,1,1,1	1	2+2+1+1+1+1+1+1+1+1+1+1	y	n	2	y	y
14/o5.1	5	1,1,1,1,1,1,1,1,1,1,1,1,1,1	5	5+5+1+1+1+1	y	y	5	y	n
14/o6.1	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+2+2+2+2	n	y	6	y	n
14/o6.2	6	2,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+3+3+2	n	y	6	y	n
14/o6.3	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+2+2+1+1+1+1	y	y	6	y	n
14/o6.4	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+2+2+2+1+1	y	y	6	y	n
14/o6.5	6	2,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+2+1+1+1+1+1+1	y	y	6	y	n
14/o6.6	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+1+1+1+1+1+1+1+1	y	n	3	n	y
14/o6.7	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+1+1+1+1+1	y	y	6	y	n
14/o6.8	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+1+1+1+1+1	y	n	3	n	y
14/o6.9	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+3+1+1+1+1+1	y	n	3	n	y
14/o6.10	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+3+3+1+1	y	n	3	n	y
14/o6.11	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	3+3+3+2+2+1	y	y	6	y	n
14/o6.12	6	2,1,1,1,1,1,1,1,1,1,1,1,1	3	3+3+3+2+1+1+1	y	y	6	y	n
14/o6.13	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+3+1+1	y	y	6	y	n
14/o6.14	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+1+1+1	y	y	6	y	n
14/o6.15	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+2+1	y	y	6	y	n
14/o6.16	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+6+1+1	y	y	6	y	n
14/o6.17	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+1+1+1	y	n	3	n	y
14/o6.18	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+2+2+1	y	n	3	n	y
14/o6.19	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+3+1+1	y	n	3	n	y
14/o6.20	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+6+1+1	y	n	3	n	y
14/o6.21	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+3+2	n	y	6	y	n
14/o6.22	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+2+2+1+1+1+1	y	n	3	n	y
14/o6.23	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+2+2+2+1+1	y	n	3	n	y
14/o6.24	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+6+2	n	y	6	y	n
14/o6.25	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+3+3+2	n	n	3	n	y
14/o6.26	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+2+2+2+2	n	n	3	n	y
14/o6.27	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+6+2	n	n	3	n	y
14/o6.28	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+2+1+1+1+1+1+1	y	n	3	n	y
14/o6.29	6	1,1,1,1,1,1,1,1,1,1,1,1,1,1	6	6+1+1+1+1+1+1+1+1	y	n	3	n	y
14/o6.30	6	3,1,1,1,1,1,1,1,1,1,1,1	1	3+1+1+1+1+1+1+1+1+1+1+1	y	n	3	n	y
14/o7.1	7	1,1,1,1,1,1,1,1,1,1,1,1,1,1	7	7+7	n	y	7	y	n
14/o8.1	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1+1	y	n	4	n	y
14/o8.2	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	4	n	y
14/o8.3	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	y	8	y	n
14/o8.4	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	4	y	n
14/o8.5	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1+1	y	n	4	n	y
14/o8.6	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1+1	y	n	4	n	y
14/o8.7	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1+1	y	n	4	y	n
14/o8.8	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	4	y	n
14/o8.9	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1+1	y	n	4	n	y
14/o8.10	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	n	4	y	n
14/o8.11	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	4	n	y
14/o8.12	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	4	n	y
14/o8.13	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	4	n	y
14/o8.14	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	4	y	n
14/o8.15	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	4	n	y
14/o8.16	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.17	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.18	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+1+1+1+1+1+1	y	n	2	y	y
14/o8.19	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1+1	y	n	2	y	y
14/o8.20	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+1+1+1+1	y	n	2	y	y
14/o8.21	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.22	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	4	n	y
14/o8.23	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	2	y	y
14/o8.24	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.25	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.26	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+1+1	y	n	2	y	y
14/o8.27	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	4	n	y
14/o8.28	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+1+1	y	n	2	y	y
14/o8.29	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+1+1	y	n	2	y	y
14/o8.30	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	4	n	y
14/o8.31	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	4	n	y
14/o8.32	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	y	8	y	n
14/o8.33	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	n	4	y	n
14/o8.34	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+4+2	n	n	4	n	y
14/o8.35	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	4	n	y
14/o8.36	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o8.37	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.38	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.39	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.40	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.41	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.42	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o8.43	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.44	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.45	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	4	n	y
14/o8.46	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	4	n	y
14/o8.47	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	2	y	y
14/o8.48	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o8.49	8	2,2,1,1,1,1,1,1,1,1,1,1	2	4+2+1+1+1+1+1+1+1+1	y	n	4	n	y
14/o8.50	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o8.51	8	2,2,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+1+1+1+1+1+1	y	n	2	y	y
14/o8.52	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1+1	y	n	4	n	y
14/o8.53	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1+1	y	n	4	n	y
14/o8.54	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+1+1+1+1	y	n	2	y	y
14/o8.55	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+1+1+1+1	y	n	2	y	y
14/o8.56	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.57	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.58	8	2,2,1,1,1,1,1,1,1,1,1,1	2	4+2+2+1+1+1+1+1+1	y	n	4	n	y
14/o8.59	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.60	8	2,2,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+1+1+1+1	y	n	2	y	y
14/o8.61	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	4	n	y
14/o8.62	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	4	n	y
14/o8.63	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	8+2+2+1+1	y	n	2	y	y
14/o8.64	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+1+1	y	n	2	y	y
14/o8.65	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.66	8	2,2,1,1,1,1,1,1,1,1,1,1	2	4+2+2+2+1+1+1+1	y	n	4	n	y
14/o8.67	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+1+1	y	n	2	y	y
14/o8.68	8	2,2,1,1,1,1,1,1,1,1,1,1	2	2+2+2+2+2+2+1+1	y	n	2	y	y
14/o8.69	8	2,2,1,1,1,1,1,1,1,1,1,1	2	4+2+2+2+2+1+1	y	n	4	n	y
14/o8.70	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	4	y	n
14/o8.71	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	4	y	n
14/o8.72	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	4	y	n
14/o8.73	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	4	y	n
14/o8.74	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	4	n	y
14/o8.75	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+2+2+2	n	n	4	y	n
14/o8.76	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	4	n	y
14/o8.77	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+4+2	n	n	4	n	y
14/o8.78	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+4+4+2	n	n	4	y	n
14/o8.79	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	4	n	y
14/o8.80	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+4+2+2+2	n	n	2	y	y
14/o8.81	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+2	n	n	2	y	y
14/o8.82	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	2+2+2+2+2+2+2	n	n	2	y	y
14/o8.83	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+2	n	n	2	y	y
14/o8.84	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
14/o8.85	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+2	n	n	2	y	y
14/o8.86	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	2+2+2+2+2+2+2	n	n	2	y	y
14/o8.87	8	1,1,1,1,1,1,1,1,1,1,1,1,1,1	8	4+2+2+2+2+2	n	n	2	y	y
14/o8.88	8	2,1,1,1,1,1,1,1,1,1,1,1,1	4	4+2+2+2+2+2	n	n	2	y	y
